glat,glon,risk,count,fatals,fatal_ratio,route_risk
43.62,-79.51,0.1837176676561891,45,3,0.06666666666666667,0.3299729894182281
43.62,-79.505,0.21441252069751457,8,0,0.0,0.2112894248726321
43.62,-79.5,0.1989144426278931,15,2,0.13333333333333333,0.2885761770217859
43.62,-79.495,0.15413103244258378,10,0,0.0,0.1645819907566803
43.62,-79.485,0.17065166785413896,6,0,0.0,0.16706875527972237
43.625,-79.56,0.18140824913499218,8,3,0.375,0.379084644806467
43.625,-79.55,0.08291673661609002,2,0,0.0,0.07844106700912534
43.625,-79.545,0.18082534705333836,2,0,0.0,0.16400857913783465
43.625,-79.535,0.1059988361027467,8,0,0.0,0.11654097292287752
43.625,-79.53,0.2802341175662296,11,7,0.6363636363636364,0.6114691182225661
43.625,-79.525,0.1754670504207759,3,0,0.0,0.1623135534567354
43.625,-79.515,0.29472253619119376,11,3,0.2727272727272727,0.43345068491745775
43.625,-79.51,0.21470150633903043,6,0,0.0,0.20556623851424766
43.625,-79.505,0.11174759384267047,9,0,0.0,0.12455298940576735
43.625,-79.5,0.20208232485439034,16,7,0.4375,0.45382903062756347
43.625,-79.495,0.15948057382230765,6,0,0.0,0.15730574547097503
43.625,-79.49,0.1568765486358475,7,0,0.0,0.15801782325419433
43.625,-79.485,0.15125343573708883,6,0,0.0,0.15011561444217525
43.625,-79.48,0.13989453232154098,18,2,0.1111111111111111,0.23430647060936208
43.63,-79.575,0.14905246532367963,6,0,0.0,0.14819207000922646
43.63,-79.565,0.10185121082421854,1,0,0.0,0.0920010321901402
43.63,-79.56,0.061507079507847166,3,0,0.0,0.06271790860250494
43.63,-79.555,0.1337970190091061,19,0,0.0,0.17370187900711215
43.63,-79.55,0.11654119565784109,10,0,0.0,0.13173024461678207
43.63,-79.545,0.21697941338283444,6,0,0.0,0.20755702193695486
43.63,-79.53,0.2128992684099393,2,0,0.0,0.19203967510007605
43.63,-79.52,0.20553579645263298,2,0,0.0,0.1856043475716556
43.63,-79.515,0.12196411892798416,6,0,0.0,0.12451813164559365
